# Cores,Memory (GB),Average watts @ active idle,Average watts @ 10% of target load,Average watts @ 20% of target load,Average watts @ 30% of target load,Average watts @ 40% of target load,Average watts @ 50% of target load,Average watts @ 60% of target load,Average watts @ 70% of target load,Average watts @ 80% of target load,Average watts @ 90% of target load,Average watts @ 100% of target load,speed @ active idle,speed @ 10% of target load,speed @ 20% of target load,speed @ 30% of target load,speed @ 40% of target load,speed @ 50% of target load,speed @ 60% of target load,speed @ 70% of target load,speed @ 80% of target load,speed @ 90% of target load,speed @ 100% of target load
44,128.0,44.9,88.4,105.0,122.0,138.0,152.0,166.0,182.0,205.0,236.0,269.0,0.8652290081486022,0.8652290081486022,0.8596817801963065,0.8636690106486041,0.8642976280622547,0.862411775821303,0.8621338157404371,0.8580242828525585,0.8592975538383709,0.8663317256796682,0.8573802707267368
56,192.0,52.3,129.0,147.0,170.0,195.0,224.0,255.0,292.0,344.0,408.0,457.0,1.0750951520870131,1.0750951520870131,1.0714295329614165,1.075879525830001,1.0769092116798595,1.076585774698189,1.0739670288949072,1.0752143483245644,1.0759928068984603,1.074754527632887,1.0739607789049233
56,192.0,49.8,114.0,137.0,159.0,182.0,208.0,240.0,277.0,319.0,376.0,432.0,1.0885745054854339,1.0885745054854339,1.0923919993676408,1.0909607516613122,1.0901279404959487,1.0910120015791809,1.0910826264659996,1.0923036066521532,1.0894763790401203,1.0870420079413652,1.089581378871851
64,128.0,77.5,128.0,144.0,157.0,170.0,184.0,200.0,218.0,237.0,253.0,268.0,0.8926496632182982,0.8926496632182982,0.8937130208891954,0.893640234547507,0.8936774740711615,0.8920423204416064,0.8930207042903463,0.8930318277844248,0.8944950508859393,0.893956206263363,0.8885851384819752
64,128.0,84.9,138.0,154.0,168.0,182.0,197.0,214.0,234.0,253.0,271.0,287.0,0.8925948195561889,0.8925948195561889,0.8899003707492261,0.8923537782758072,0.8938602862781925,0.8910957594585345,0.8934777348079239,0.8927097300863228,0.8936317710194037,0.8930466591098631,0.8890604502202558
64,128.0,99.5,117.0,130.0,141.0,151.0,164.0,186.0,205.0,220.0,236.0,246.0,1.1506748747153752,1.1506748747153752,1.1531489332505285,1.1570997081691434,1.156256740770056,1.1563968967954463,1.154872107572358,1.1565657804533702,1.15639638898376,1.1555130787673804,1.1530433084197995
24,16.0,100.0,144.0,157.0,171.0,182.0,194.0,211.0,224.0,240.0,265.0,279.0,0.6472039628117006,0.6472039628117006,0.6474616409701822,0.6475127123169084,0.6500976188887058,0.6473237483340217,0.6468290526982337,0.6464558007453749,0.6488196745081269,0.646796939654459,0.6453626086197384
48,32.0,142.0,236.0,260.0,289.0,311.0,336.0,373.0,402.0,431.0,482.0,509.0,0.6451529839556762,0.6451529839556762,0.6401334830711957,0.6445726277428793,0.643743588892899,0.6417746143697428,0.6460989645825351,0.6459961586248397,0.6440125839975304,0.6445242647251462,0.640869955105235
64,64.0,118.0,218.0,259.0,301.0,347.0,395.0,444.0,488.0,525.0,560.0,593.0,0.5674807780735177,0.5674807780735177,0.5715830839992939,0.5706917729276805,0.569843321162382,0.5701595862805457,0.5704675232870557,0.5705307821142506,0.5703558047160923,0.5705934605852326,0.568268089311798
40,48.0,71.8,135.0,156.0,176.0,198.0,219.0,243.0,269.0,297.0,318.0,374.0,1.3130716457135223,1.3130716457135223,1.325969750043434,1.3209853830312208,1.3228853799863465,1.3237553785921146,1.3240353781433962,1.3245246630735696,1.3254025634523892,1.3263562077574427,1.3156628915608748
32,48.0,108.0,147.0,166.0,187.0,216.0,239.0,273.0,317.0,370.0,426.0,457.0,1.240158126198752,1.240158126198752,1.2379931864863967,1.237114949257468,1.2366304045794383,1.2398257403677864,1.2379156297925047,1.2416415166786607,1.2378103742793656,1.2372237748406434,1.2369051768663697
32,48.0,106.0,147.0,166.0,188.0,220.0,242.0,276.0,318.0,372.0,427.0,458.0,1.2447140279885192,1.2447140279885192,1.2425934063869593,1.2474957280761103,1.2428792582015895,1.2422366455950562,1.2443713012650348,1.2415592116157552,1.2432892007264469,1.2413502833791483,1.2385316515325608
32,48.0,110.0,149.0,167.0,188.0,218.0,237.0,268.0,307.0,358.0,414.0,446.0,1.1253564919943484,1.1253564919943484,1.129799382601587,1.1303629612438688,1.127064955165511,1.130342279458831,1.1283391008508787,1.1284973798180051,1.1270815744570593,1.131017884436734,1.1257597868025866
8,16.0,21.2,28.0,34.2,40.6,46.7,52.5,58.4,63.9,70.4,76.5,84.1,1.4027952519253502,1.4027952519253502,1.3984890088263973,1.41056815613541,1.407479306918834,1.4061394965659713,1.4077406606666634,1.401000790515382,1.4103636772964345,1.408018715776617,1.4059509968680546
20,24.0,40.3,66.5,75.3,84.3,93.2,102.0,112.0,123.0,133.0,147.0,172.0,1.3429778477868026,1.3429778477868026,1.3404616018192574,1.3385253549222245,1.3379078559118087,1.34311134757286,1.343210347414206,1.340162138013454,1.3407447263655312,1.3380478556874498,1.3261478747579771
16,24.0,51.3,74.3,84.4,96.4,115.0,123.0,140.0,161.0,183.0,207.0,246.0,1.1789503833792252,1.1789503833792252,1.1828769679956979,1.1785456113006272,1.1789703265290832,1.1750876168422983,1.1778453851500599,1.183445506045616,1.1852435551121723,1.1721943336001932,1.1670642660638992
16,24.0,50.3,73.1,82.9,96.1,114.0,122.0,139.0,162.0,181.0,206.0,240.0,1.1388424931093886,1.1388424931093886,1.1476573653465936,1.1581504167125845,1.1559559315930321,1.1497110666008525,1.1522989488172317,1.1544551304267394,1.1572345090894796,1.1543193622460488,1.1437263489190417
16,24.0,51.0,74.4,84.8,95.8,112.0,123.0,142.0,164.0,183.0,209.0,242.0,1.294434516489878,1.294434516489878,1.3020306406802098,1.2970404214046476,1.295407299021837,1.2940976988478332,1.298703827829835,1.2972290899334624,1.2967811604564945,1.2931729276025692,1.2825040810637565
16,24.0,51.9,75.9,86.7,98.7,115.0,127.0,144.0,168.0,186.0,212.0,246.0,1.3142181211489448,1.3142181211489448,1.3023408674557775,1.3005208703724465,1.2968565012448467,1.296728421904648,1.3002992798184694,1.3019268096777747,1.3012351305914323,1.294532016333628,1.285225213066594
16,24.0,50.2,73.7,83.3,93.8,110.0,119.0,135.0,156.0,183.0,212.0,227.0,1.0974050595156897,1.0974050595156897,1.1025991421009107,1.104995274624582,1.1064149314403944,1.103056505004319,1.0987080119730745,1.1015203126609767,1.1006136907372768,1.1002118731993984,1.0958184711492145
36,64.0,48.1,89.6,108.0,126.0,142.0,157.0,172.0,191.0,217.0,247.0,273.0,1.2194342957737339,1.2194342957737339,1.2109105594336003,1.215139302656752,1.2157480516811905,1.2152605524624411,1.216179300990084,1.2140712686540633,1.2145480536042688,1.2364396851881094,1.2174092990189287
56,192.0,56.0,128.0,153.0,178.0,203.0,233.0,268.0,307.0,358.0,421.0,469.0,1.099136363559339,1.099136363559339,1.0928419986464863,1.0930357483359894,1.0916982504794204,1.0926657489289384,1.0903732526028196,1.0920839641470024,1.0927904362291188,1.0921086664883677,1.0884826306326696
32,128.0,114.0,135.0,145.0,153.0,162.0,171.0,180.0,191.0,214.0,253.0,274.0,0.7114106567911134,0.7114106567911134,0.7166969764444272,0.7142361210131152,0.7146791867093222,0.7147530733096639,0.7148312763093383,0.7131678303144091,0.7146548117483847,0.7136345334355334,0.7122637804239248
64,128.0,200.0,253.0,275.0,295.0,315.0,339.0,373.0,412.0,460.0,515.0,561.0,1.2057968176287186,1.2057968176287186,1.1943730859360244,1.1961131873140605,1.1989992503972817,1.1959574583969599,1.197687403541272,1.1955425037048102,1.1977855804672701,1.197286796544383,1.194174023755035
32,128.0,124.0,145.0,155.0,171.0,186.0,198.0,209.0,219.0,231.0,244.0,256.0,1.1636880569858672,1.1636880569858672,1.1602603281040356,1.1576887697251323,1.1623961840561814,1.15496486784037,1.1567188494044955,1.1593689009611794,1.1602329062729808,1.1588499657809035,1.1550258052427136
64,256.0,170.0,247.0,261.0,279.0,298.0,319.0,342.0,365.0,417.0,467.0,487.0,1.0178983687487426,1.0178983687487426,1.018005009202844,1.015196810578173,1.0184239538439568,1.0184407116296013,1.0171823542712044,1.0159701352317247,1.0166777164080458,1.0168404277358316,1.0137226332531422
64,256.0,170.0,248.0,262.0,280.0,298.0,319.0,342.0,366.0,416.0,467.0,487.0,1.0091249062463121,1.0091249062463121,1.0141888043810714,1.01089056747922,1.0128938845812683,1.012730877029999,1.0135794303576346,1.0119569720202344,1.0115799218432329,1.0126966843764618,1.0099704127038305
32,256.0,230.0,244.0,260.0,273.0,301.0,340.0,372.0,385.0,400.0,416.0,420.0,0.8839478021636215,0.8839478021636215,0.8862461578553503,0.8800376521799024,0.882525929442269,0.8825401481694826,0.8824277525162708,0.8830293884568704,0.8845673324207821,0.8818635173093852,0.8801595269845898
32,256.0,225.0,236.0,251.0,265.0,318.0,335.0,369.0,382.0,396.0,411.0,412.0,0.8582159684006323,0.8582159684006323,0.8587461238010224,0.861993410263692,0.8592427636301234,0.8599404968869583,0.8597658096669065,0.8602068803886321,0.8600882700876419,0.8612395920272924,0.8576817505067529
64,32.0,73.1,75.9,77.4,76.1,80.9,85.9,90.8,96.3,103.0,110.0,123.0,0.4065418484890811,0.4065418484890811,0.4070361185303131,0.4073958748982236,0.4076319509087846,0.4088937613866476,0.406712924603809,0.4069960739516302,0.40619856778921176,0.4076757355608389,0.40774705489098934
80,64.0,53.9,64.1,71.3,78.1,84.6,91.5,98.6,106.0,114.0,125.0,140.0,0.4816207906699779,0.4816207906699779,0.4825836016270081,0.4845275047617713,0.48326305366314004,0.48424516146424557,0.48294922604107016,0.48250815531934443,0.4824668049391827,0.4836759609875391,0.48011766807883405
64,256.0,60.8,119.0,133.0,145.0,156.0,168.0,179.0,192.0,212.0,229.0,250.0,0.8782313660120987,0.8782313660120987,0.879943707017956,0.8822009299631028,0.8800122615955926,0.8825746793641439,0.882551320026579,0.8826717439407343,0.8812576697559915,0.8820384302235198,0.8860618222132609
8,16.0,16.8,20.7,23.2,25.6,28.3,31.6,35.8,40.1,44.7,50.6,57.4,1.296959171534856,1.296959171534856,1.2961547978239196,1.289966266074795,1.2912879306234046,1.283981942331747,1.2992585428499575,1.2980780983131284,1.2946780814404577,1.297739170284855,1.2781872016182125
8,16.0,17.9,21.8,24.9,27.7,30.7,35.0,39.4,43.7,49.6,57.4,70.5,1.334464111430643,1.334464111430643,1.3365928580191822,1.338147438861194,1.3338953623421022,1.3373501068056395,1.3372428569775145,1.3214177037669685,1.33078552357583,1.3286267596742845,1.3337182376259566
8,16.0,20.5,25.8,31.3,36.8,42.3,47.3,52.1,56.7,62.0,67.0,72.7,1.3163453904671238,1.3163453904671238,1.328297246313463,1.319573718626842,1.3327863016194472,1.3242623777796139,1.3226178804150326,1.317708066854771,1.3280413092236196,1.3242519055741742,1.316410390362957
8,32.0,17.8,26.5,32.4,39.1,46.6,54.7,62.2,70.1,77.3,83.7,89.4,1.463070467830224,1.463070467830224,1.4614556266681165,1.4633467173875152,1.4591643803399943,1.4597652231271028,1.452993452729325,1.463570154529442,1.4606284014313011,1.4574195393862204,1.4528207967560178
36,192.0,61.5,106.0,122.0,137.0,151.0,167.0,188.0,212.0,240.0,277.0,318.0,0.8992828445524604,0.8992828445524604,0.898595702796509,0.8985152267350013,0.9014208768404044,0.8999142721119835,0.8998268317759222,0.899406211701695,0.8976398561140324,0.9011590717044092,0.8989160594259729
36,64.0,47.3,92.3,108.0,123.0,138.0,153.0,172.0,199.0,230.0,260.0,289.0,1.2083155635922573,1.2083155635922573,1.2119661827418924,1.2128443063346395,1.2114636835471813,1.2135355552268663,1.211148059052991,1.212651628071991,1.21137462118991,1.2111272257530443,1.2118855578710992
44,64.0,49.6,91.4,107.0,122.0,138.0,154.0,169.0,186.0,211.0,239.0,266.0,1.1207802038736154,1.1207802038736154,1.1219420770116348,1.122808200623613,1.121516327693927,1.1186677072590347,1.1232036166565986,1.123648556419743,1.1201391424009601,1.1217176468157442,1.1208094538267406
56,192.0,53.6,111.0,130.0,148.0,166.0,185.0,208.0,236.0,272.0,322.0,367.0,0.9764421851850916,0.9764421851850916,0.9711921935985598,0.9736359396822907,0.9743421885504789,0.9743196885865366,0.9732265653383407,0.9798171797764336,0.9769789030749648,0.9741171889110561,0.9729715657469951
36,64.0,39.0,82.6,98.2,113.0,128.0,143.0,161.0,186.0,216.0,244.0,271.0,1.2246392874323813,1.2246392874323813,1.2228261653380326,1.223195539746085,1.2217667920357502,1.2248305371258907,1.2235855391210846,1.2230551828281595,1.2187105469335906,1.2205563773088555,1.2216092922881543
44,64.0,43.6,84.7,98.9,114.0,132.0,145.0,158.0,174.0,196.0,224.0,255.0,1.112694216831959,1.112694216831959,1.1193339561913256,1.1161023780368156,1.1169338350376827,1.1183557077590351,1.1185777907364656,1.119075349462903,1.1164260233514853,1.1181065414916744,1.1196329557121587
56,192.0,57.3,109.0,129.0,147.0,166.0,188.0,212.0,237.0,269.0,309.0,355.0,0.9503328520270711,0.9503328520270711,0.955414093884036,0.9539234712728599,0.9540828460174511,0.9536534717055525,0.9531172225649283,0.9546681129366638,0.9553930001678401,0.9542963873419031,0.9524497236346406
56,192.0,58.3,112.0,132.0,150.0,169.0,189.0,213.0,242.0,276.0,322.0,388.0,1.0412420813388577,1.0412420813388577,1.0397983336525616,1.037654587088061,1.0365827138058106,1.0348933415131445,1.037835836797596,1.0374117303343982,1.0363952141062915,1.0374045874887023,1.033961468006535
56,192.0,58.2,112.0,129.0,146.0,163.0,183.0,208.0,235.0,269.0,303.0,332.0,0.8721042273937544,0.8721042273937544,0.8728054762699553,0.8742673489272051,0.8741845365599176,0.8729723510025271,0.8747017232310909,0.8747423481659866,0.8756728154248496,0.8740215159878358,0.8732104756209164
36,64.0,40.1,84.5,99.9,115.0,129.0,144.0,161.0,185.0,212.0,241.0,267.0,1.2272680332196377,1.2272680332196377,1.222741790473249,1.2201042947000151,1.2247011623332227,1.2228730402629124,1.2282667816190758,1.2247641086609184,1.2254605361162747,1.225318869676638,1.221013043243684
44,64.0,41.7,82.0,96.9,113.0,127.0,139.0,152.0,167.0,192.0,218.0,243.0,1.1163959608996625,1.1163959608996625,1.1221029517538224,1.1280298589222175,1.1246606976548608,1.1222817014673636,1.1223152847468776,1.1196557056757002,1.1237181991652787,1.118666262816905,1.120659954066324
8,16.0,16.3,18.8,21.2,23.5,26.1,29.6,33.6,37.7,42.5,48.1,56.0,1.2949116748161085,1.2949116748161085,1.2926448034489237,1.2891158507709768,1.289918870317417,1.2865916881494521,1.2937687599810406,1.2893843622454308,1.290493713146192,1.2870484929729469,1.2954885488916288
8,16.0,17.6,21.7,24.9,27.5,30.2,34.1,38.4,42.6,47.6,53.5,62.5,1.2189105466130774,1.2189105466130774,1.2506223707927258,1.243274674234575,1.2588529826026116,1.2555119879567822,1.253078825189424,1.2480235356718212,1.24629378397958,1.2454250874550585,1.2479313751052292
8,16.0,21.2,26.8,32.5,38.5,44.2,49.8,55.4,61.3,67.4,73.7,80.4,1.3290853700504413,1.3290853700504413,1.3327903641129366,1.3387216046077208,1.3344234864957474,1.336274358529599,1.335612442923697,1.334747325262488,1.3373687942756916,1.3412710449665142,1.338134980547826
8,32.0,20.6,29.0,34.7,40.7,47.6,54.8,61.4,67.6,73.8,79.9,85.6,1.4671654612677187,1.4671654612677187,1.4578115700079646,1.4539379824656518,1.4444266695831767,1.4436704364200916,1.4468590875600613,1.4501169171605968,1.4514481817682263,1.4510549662525478,1.448116429295086
8,16.0,15.9,18.6,20.3,22.4,25.1,28.5,32.2,37.1,41.3,46.6,53.2,1.2655967217953115,1.2655967217953115,1.278848575558316,1.2733858759793295,1.271142025408586,1.2651709724776037,1.2707587968560687,1.2927341783056947,1.275744830532278,1.274081013754213,1.2623174770505239
8,16.0,18.0,21.6,24.4,27.2,30.5,34.7,39.0,43.8,49.7,59.1,73.6,1.3604803197379027,1.3604803197379027,1.3573278247899896,1.3600524037570005,1.360321882491809,1.353791830456661,1.3514182509271497,1.3511087276136582,1.347941433582319,1.3534531087772632,1.3475648404358351
8,16.0,20.6,25.9,31.5,37.1,42.6,47.9,52.8,58.0,63.5,69.3,75.7,1.342816598045216,1.342816598045216,1.3439297212613606,1.336695774520918,1.3352887976090273,1.3452703441129215,1.3386078547900129,1.3363351798607002,1.3391928538525122,1.3449615946077136,1.3406959764436563
8,32.0,19.4,28.0,33.6,39.7,46.7,54.0,60.7,67.2,73.5,79.9,85.5,1.4692373329474036,1.4692373329474036,1.4546732937872653,1.4649026523940236,1.4551394649151947,1.4556994796427327,1.4580268821629125,1.462603861435135,1.4553512223883387,1.457094539907054,1.4551607930060149
20,48.0,36.0,61.0,72.3,82.8,93.3,104.0,117.0,129.0,142.0,162.0,196.0,1.1400900479282792,1.1400900479282792,1.1369517717075799,1.1282092857180073,1.1360818902891239,1.1339219640630522,1.1346239629380515,1.1350461720828613,1.12949760396589,1.1323320395276812,1.1308214690318061
48,96.0,54.8,110.0,128.0,145.0,160.0,177.0,195.0,219.0,251.0,301.0,342.0,1.2220955415089068,1.2220955415089068,1.2225532491087325,1.2215556812629584,1.2195876288613405,1.221792208661685,1.2194025597134819,1.2218200657598992,1.2190324214177648,1.221101283843013,1.2207955435922417
64,512.0,120.0,222.0,249.0,273.0,300.0,329.0,362.0,406.0,463.0,520.0,563.0,0.9195189951583691,0.9195189951583691,0.9167778276762762,0.9195961825346712,0.9179254820870821,0.9162852503406648,0.9185974862184833,0.9179189530796881,0.9167321246245185,0.9188141525379273,0.9181844660470428
64,512.0,118.0,227.0,253.0,280.0,309.0,343.0,378.0,413.0,490.0,581.0,583.0,0.9574403406368379,0.9574403406368379,0.9620136926827308,0.9605732001995511,0.9618410367094237,0.9594045562390492,0.9600620031021124,0.9605490186906845,0.9608609601550628,0.9618359585925617,0.9596198683939967
36,64.0,40.0,84.3,99.4,114.0,129.0,144.0,161.0,185.0,214.0,240.0,264.0,1.2157405516932096,1.2157405516932096,1.2150205528470568,1.2197405452829484,1.2199855448903199,1.2187255469095521,1.2199417949604319,1.2213623283982165,1.221035543207626,1.2199313783104588,1.2202105445297426
44,64.0,41.8,82.2,97.7,112.0,127.0,139.0,151.0,168.0,192.0,219.0,241.0,1.1172507095298698,1.1172507095298698,1.1289604407642304,1.1176082089569528,1.1204113294647617,1.1208647037381987,1.1207661205628516,1.1207374896563538,1.119956330193929,1.1218476466074105,1.1182159579829936
16,24.0,59.8,86.0,95.5,104.0,114.0,126.0,141.0,162.0,194.0,227.0,258.0,1.2721159158933149,1.2721159158933149,1.2837582835992662,1.277357271130051,1.278511019281091,1.2775156345126264,1.280246811953911,1.2755512025958267,1.2772036350126268,1.278390375535037,1.2785952236916023
16,32.0,58.6,85.6,94.7,104.0,113.0,125.0,141.0,163.0,193.0,227.0,257.0,1.0940944966392734,1.0940944966392734,1.0910638764960479,1.0938967886227806,1.0931174669550296,1.0897216286470912,1.0890109631193143,1.088442987839057,1.0876006007961825,1.0897954757509685,1.0875701320950106
20,48.0,45.7,70.6,80.2,89.6,99.0,109.0,120.0,132.0,146.0,169.0,193.0,1.0683545378893053,1.0683545378893053,1.063671498519194,1.066073447794907,1.0671586413683107,1.0667665091842289,1.0666178219225106,1.0644110174233503,1.066335986436671,1.067332143694428,1.0660876665221204
80,256.0,131.0,194.0,221.0,248.0,274.0,302.0,336.0,380.0,444.0,499.0,580.0,1.0271391872730367,1.0271391872730367,1.0267004379761622,1.0288039068274326,1.0263788239082372,1.024043567233978,1.02372578996546,1.023829609243527,1.0236129429240828,1.025382384532877,1.0256279396949135
80,256.0,132.0,195.0,223.0,249.0,276.0,306.0,344.0,392.0,447.0,505.0,568.0,1.0809401427200187,1.0809401427200187,1.0804946226006618,1.0808579900738962,1.0843133664808653,1.0815386834274834,1.0808128512573454,1.0795902341690533,1.0806148046997284,1.0803810232456754,1.0789752500355596
80,256.0,135.0,198.0,224.0,249.0,274.0,302.0,335.0,378.0,437.0,489.0,564.0,1.0283281437009866,1.0283281437009866,1.027655123946213,1.0262987025088595,1.0296660582235544,1.029435850259145,1.0278717902656573,1.0293487968272255,1.0272674943590825,1.0267395582838397,1.0283619978133998
80,256.0,137.0,199.0,225.0,250.0,275.0,304.0,340.0,387.0,438.0,492.0,550.0,1.081794620517327,1.081794620517327,1.0868795082017824,1.0829840283334422,1.0819740473131165,1.0826545149726208,1.081438023866575,1.0819948434107418,1.0821687084594922,1.0812341468784867,1.0796374364743606
16,24.0,54.0,75.3,85.4,95.2,106.0,117.0,132.0,153.0,183.0,216.0,245.0,1.273099777952973,1.273099777952973,1.2725502333791097,1.2760779549984236,1.270755349891896,1.2767728629756954,1.2750867065869664,1.2710940668815467,1.2741013672569488,1.2714472048437575,1.2700063738194536
16,32.0,53.1,74.9,85.3,94.9,105.0,117.0,134.0,156.0,187.0,217.0,245.0,1.0814601418866847,1.0814601418866847,1.0945616833905747,1.0916001256366723,1.0920855936086769,1.0943008713085438,1.095515015196129,1.0888283443643543,1.0949537140123191,1.0920975553950627,1.0914295009101098
20,48.0,40.8,64.9,75.3,85.4,94.9,105.0,116.0,128.0,139.0,158.0,185.0,1.0686957873424296,1.0686957873424296,1.0716725794469184,1.0703289097252404,1.069175669385886,1.067278383363916,1.0669529776354008,1.0720107820299258,1.0659018074449724,1.067257664647119,1.0671906335045411
16,24.0,55.2,76.5,86.6,96.4,106.0,117.0,133.0,156.0,185.0,216.0,245.0,1.281564537114894,1.281564537114894,1.2712206900552478,1.2775906798469066,1.2665030271610775,1.2658050169160497,1.2635846795652004,1.2708408205341444,1.2716306325801052,1.2673206963052526,1.2698202377541132
16,24.0,52.3,73.8,83.6,92.8,103.0,114.0,129.0,150.0,180.0,211.0,240.0,1.1617017746576557,1.1617017746576557,1.1622823419090755,1.155464739198383,1.1613693888266903,1.1579347352400469,1.1600383682324684,1.1584209682270592,1.159716323294022,1.1608095033603085,1.1583601891036828
20,48.0,40.8,65.0,74.7,84.7,94.5,104.0,115.0,127.0,141.0,162.0,185.0,1.0745396842271882,1.0745396842271882,1.062632515809234,1.062104391655589,1.0688130918419414,1.0711856896021923,1.0688521933417785,1.0654991853223446,1.0697408637926238,1.0676503723511117,1.0684581314732895
32,48.0,97.1,147.0,170.0,191.0,209.0,229.0,253.0,285.0,327.0,378.0,420.0,1.1660183586491277,1.1660183586491277,1.1654710299808044,1.1653742687722346,1.168801536007079,1.1667894937769676,1.1704117606993116,1.1684786469141408,1.167045430866811,1.168136764345148,1.160709048975839
32,48.0,94.6,144.0,164.0,183.0,200.0,220.0,244.0,273.0,315.0,364.0,402.0,1.0567520564830697,1.0567520564830697,1.05674540876645,1.0596947790398838,1.057372510034205,1.055551035680514,1.0572971692458528,1.0575567467519402,1.0592693251762482,1.0590649694431362,1.040407537221726
16,24.0,50.7,71.0,82.1,92.5,103.0,116.0,133.0,156.0,188.0,221.0,252.0,1.345196480594929,1.345196480594929,1.3420144402398193,1.3442835275125438,1.3387703545295961,1.3409844873449341,1.3397231939116971,1.3426108353879516,1.3455754004422298,1.342474363745185,1.34374284656084
16,24.0,51.4,71.3,81.8,92.0,102.0,114.0,131.0,153.0,183.0,219.0,252.0,1.2128626017598652,1.2128626017598652,1.2048942054388525,1.2108210141225573,1.2094700503784774,1.2060712944615783,1.207432155917069,1.2097122171981807,1.2074136900375707,1.2122972996354973,1.212064875765548
16,24.0,55.1,76.3,86.5,96.4,107.0,118.0,133.0,155.0,184.0,216.0,246.0,1.272692051333655,1.272692051333655,1.2695188746007042,1.2786690872095945,1.278537610147568,1.2736032316916084,1.2745859119349785,1.2781976269261808,1.2726167105453028,1.2731411415230482,1.2766363631944457
16,24.0,52.6,74.1,84.0,93.5,103.0,115.0,129.0,150.0,178.0,210.0,240.0,1.1573763270440247,1.1573763270440247,1.1617593882016897,1.1659622223754535,1.1606647308650433,1.1656336774474236,1.159138710583322,1.1559682773524682,1.1541322413338015,1.1573526907182672,1.1606381399985661
20,48.0,40.8,64.9,74.9,84.9,94.4,104.0,116.0,127.0,141.0,163.0,185.0,1.0634368895201705,1.0634368895201705,1.0694849267027802,1.0678873511380036,1.0659079011852066,1.0698340980182097,1.071401408006489,1.0703306507938788,1.0712719160265087,1.0703045347643028,1.0684215690318832
8,16.0,187.0,197.0,207.0,215.0,224.0,231.0,238.0,245.0,250.0,256.0,260.0,0.32889947291626037,0.32889947291626037,0.33344946562458805,0.32777822471313667,0.3318813431376108,0.3295754718329262,0.33072488665757754,0.33455446385375337,0.3318671244103973,0.33046488707424454,0.32774409976782426
8,16.0,166.0,179.0,191.0,200.0,212.0,224.0,235.0,245.0,252.0,259.0,265.0,0.5021566952597962,0.5021566952597962,0.4966317041139698,0.49521795637959654,0.49899201283141476,0.49697945355667766,0.4935956673127583,0.4947304571608471,0.4933288969069426,0.49257462728237755,0.493748958733765
64,128.0,95.5,150.0,159.0,171.0,182.0,195.0,209.0,230.0,256.0,277.0,296.0,0.9180829037098032,0.9180829037098032,0.9197383698068065,0.921732377027941,0.9176512637765356,0.9182738409038135,0.9175886336685711,0.9211297738269869,0.920007510000491,0.9201683170344535,0.9165310311967844
64,256.0,89.8,114.0,133.0,150.0,167.0,182.0,194.0,211.0,228.0,244.0,261.0,0.96574356951785,0.96574356951785,0.9662386859118923,0.9657918116280386,0.9662767717883571,0.9668175912341572,0.9563414361479072,0.9658926485200122,0.9646028975177293,0.9634981955120475,0.9605821715393406
44,64.0,40.1,88.0,102.0,115.0,129.0,144.0,158.0,174.0,204.0,230.0,252.0,1.1259541955819425,1.1259541955819425,1.1318123111939145,1.1323198520472122,1.1314531867694355,1.1309071876444363,1.1313448536097135,1.12440534092123,1.1308235002785512,1.1311967982914266,1.1123399673996677
32,32.0,267.0,337.0,375.0,404.0,434.0,465.0,500.0,538.0,576.0,616.0,652.0,0.8804625889989123,0.8804625889989123,0.8780421553778217,0.8739544744286079,0.8764760641375893,0.8730526008739214,0.8707873545041326,0.8741766347868665,0.8730806320789997,0.8755865134798212,0.8714438534520484
12,128.0,162.0,174.0,182.0,190.0,198.0,206.0,218.0,232.0,248.0,266.0,280.0,0.3071865531672341,0.3071865531672341,0.3063378613455022,0.30666803127092795,0.3055456751150345,0.3035453771842841,0.3042379215289802,0.30501306639065406,0.3047817416801987,0.30377159651872193,0.30183780037533736
32,64.0,94.1,103.0,116.0,129.0,141.0,154.0,171.0,193.0,230.0,277.0,299.0,1.348248151840782,1.348248151840782,1.358560791564077,1.3505705439523246,1.351418928009398,1.351169084659789,1.348185860273942,1.348312571380403,1.352769707094683,1.3526342906450302,1.3480165897118763
32,64.0,93.8,104.0,116.0,130.0,143.0,156.0,172.0,197.0,250.0,287.0,307.0,1.3443359706103184,1.3443359706103184,1.3334992692268681,1.3334417172357658,1.3356869219710061,1.3341716118993934,1.335835880065624,1.3411974042115127,1.3437915964827147,1.3328364057058188,1.32832974626138
32,128.0,108.0,146.0,157.0,168.0,179.0,190.0,202.0,216.0,231.0,251.0,272.0,1.1907594979770446,1.1907594979770446,1.1928298462216709,1.1953683968409712,1.1957213259628785,1.1964876137973501,1.1953379281397993,1.1974243087248042,1.1945292380295303,1.194745481172569,1.1917680119858325
32,128.0,108.0,147.0,159.0,170.0,182.0,194.0,208.0,224.0,244.0,278.0,304.0,1.2967205000423434,1.2967205000423434,1.2972917881893153,1.293203396303741,1.2953920646712513,1.2941885509749638,1.292792068837921,1.2950460272793711,1.2939943130049933,1.2960471417464459,1.2887864502571968
64,96.0,46.8,78.5,89.7,101.0,111.0,121.0,133.0,153.0,173.0,192.0,210.0,1.41994783807353,1.41994783807353,1.4140358020934236,1.4119306918306422,1.4125012875071328,1.408221265957067,1.412835519926048,1.4094615399434698,1.4095846018404108,1.396771435821349,1.406565984518859
